comment_id,annotator_id,platform,sentiment,respect,insult,humiliate,status,dehumanize,violence,genocide,attack_defend,hatespeech,hate_speech_score,text,infitms,outfitms,annotator_severity,std_err,annotator_infitms,annotator_outfitms,hypothesis,target_race_asian,target_race_black,target_race_latinx,target_race_middle_eastern,target_race_native_american,target_race_pacific_islander,target_race_white,target_race_other,target_race,target_religion_atheist,target_religion_buddhist,target_religion_christian,target_religion_hindu,target_religion_jewish,target_religion_mormon,target_religion_muslim,target_religion_other,target_religion,target_origin_immigrant,target_origin_migrant_worker,target_origin_specific_country,target_origin_undocumented,target_origin_other,target_origin,target_gender_men,target_gender_non_binary,target_gender_transgender_men,target_gender_transgender_unspecified,target_gender_transgender_women,target_gender_women,target_gender_other,target_gender,target_sexuality_bisexual,target_sexuality_gay,target_sexuality_lesbian,target_sexuality_straight,target_sexuality_other,target_sexuality,target_age_children,target_age_teenagers,target_age_young_adults,target_age_middle_aged,target_age_seniors,target_age_other,target_age,target_disability_physical,target_disability_cognitive,target_disability_neurological,target_disability_visually_impaired,target_disability_hearing_impaired,target_disability_unspecific,target_disability_other,target_disability,annotator_gender,annotator_trans,annotator_educ,annotator_income,annotator_ideology,annotator_gender_men,annotator_gender_women,annotator_gender_non_binary,annotator_gender_prefer_not_to_say,annotator_gender_self_describe,annotator_transgender,annotator_cisgender,annotator_transgender_prefer_not_to_say,annotator_education_some_high_school,annotator_education_high_school_grad,annotator_education_some_college,annotator_education_college_grad_aa,annotator_education_college_grad_ba,annotator_education_professional_degree,annotator_education_masters,annotator_education_phd,annotator_income_<10k,annotator_income_10k-50k,annotator_income_50k-100k,annotator_income_100k-200k,annotator_income_>200k,annotator_ideology_extremeley_conservative,annotator_ideology_conservative,annotator_ideology_slightly_conservative,annotator_ideology_neutral,annotator_ideology_slightly_liberal,annotator_ideology_liberal,annotator_ideology_extremeley_liberal,annotator_ideology_no_opinion,annotator_race_asian,annotator_race_black,annotator_race_latinx,annotator_race_middle_eastern,annotator_race_native_american,annotator_race_pacific_islander,annotator_race_white,annotator_race_other,annotator_age,annotator_religion_atheist,annotator_religion_buddhist,annotator_religion_christian,annotator_religion_hindu,annotator_religion_jewish,annotator_religion_mormon,annotator_religion_muslim,annotator_religion_nothing,annotator_religion_other,annotator_sexuality_bisexual,annotator_sexuality_gay,annotator_sexuality_straight,annotator_sexuality_other
23643,9750,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,-3.6,9) uhhhh i like being lgbt a lot. i feel proud of what i have done to help others in my community,0.7,0.31,0.61,0.36,1.04,0.76,-1.205320651944535,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,college_grad_ba,10k-50k,liberal,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,30.0,false,false,true,false,false,false,false,false,false,false,false,true,false
14241,7331,0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,-0.5,"Instagram refugees lmao, let's build a wall instead",0.6,0.53,-0.54,0.42,0.92,0.77,-0.22161097013801515,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,college_grad_ba,100k-200k,liberal,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,64.0,false,false,true,false,false,false,false,false,false,false,false,true,false
20583,7259,2,4.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,-2.43,"@terryelaineh1 @UKLabour Why do 3.8 million #50sWomen not constitute ""The Many"" not the few? Why is Labour not supporting women who've contributed all their working lives, paid for past pensions and NOW still paying, just for being women over 60! #BackTo60 #OneVoice #JudicialReview #CEDAW",2.66,2.15,0.52,0.37,1.43,1.45,-0.6783349464860892,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,college_grad_aa,50k-100k,neutral,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,33.0,false,false,false,false,false,false,false,false,true,false,false,true,false
30879,1329,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,-1.8,"I said it yesterday, I knew this is about to go down. Mangalore: Police now booked those Hindus who caught Ansari in the act of rap!ng that poor calf under sections 506, 504 (intentional insult with intent to provoke breach of peace), 323 & 153A. Judiciary is the most corrupt. URL",0.43,0.51,-0.01,0.42,1.35,1.63,-0.3272240323174813,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,some_college,50k-100k,conservative,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,47.0,true,false,false,false,false,false,false,false,false,false,false,true,false
29527,2171,2,3.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,3.0,0.0,0.99,White Small Little Invisible Clits Are A Disgrace 🤢 Pay Me For You Having Such a Small Disgraceful Useless Object Kik GoddesssJayy #Findom #Sph #Whiteslave #Humiliation #Pindick #Cashslave #Cuck #Cuckold #EbonyDomme,0.59,0.55,0.74,0.31,1.21,1.58,0.2433175808322852,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,college_grad_ba,10k-50k,liberal,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,true,false,46.0,false,false,false,false,false,false,false,true,false,false,false,true,false
23016,10173,2,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.09,Ladies buy a gun learn how to use it effectively and kill these mother fuckers. URL,1.17,0.49,0.0,0.38,0.78,0.76,0.2395896706706933,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,some_college,10k-50k,conservative,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,25.0,false,false,false,false,false,false,false,true,false,true,false,false,false
22819,9912,2,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,-1.85,"@ghostofthor same energy as the ""YOU DONT LOOK INDIAN STOP LYING ABOUT BEING SOUTH ASIAN"" cc",0.71,0.44,-0.02,0.31,0.96,0.85,-0.9908126002729908,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,college_grad_aa,10k-50k,liberal,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,34.0,true,false,false,false,false,false,false,false,false,false,false,true,false
36534,9312,2,4.0,4.0,4.0,4.0,2.0,2.0,1.0,0.0,3.0,2.0,1.62,"@suddenlywestan Because you are a country of mentally ill terrorists. Whoever says different is an enabler, ignorant and blind to endless/countless wars and aggression and the death rate by American terrorist acts. Fuck you American scum!",1.03,0.98,-0.14,0.35,0.99,1.07,0.3207632885069026,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,female,no,college_grad_ba,10k-50k,conservative,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,27.0,false,false,true,false,false,false,false,false,false,false,false,true,false
7287,4546,0,4.0,4.0,3.0,2.0,4.0,2.0,0.0,0.0,3.0,2.0,1.0,This sub is full of grade A faggots Comedy fucking Ebola,0.66,0.57,0.25,0.33,0.87,0.83,0.3468547335071481,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,some_college,10k-50k,liberal,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,33.0,true,false,false,false,false,false,false,false,false,true,false,false,false
32074,5487,2,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,-2.88,Progress 👍 LGBT rights in Europe: Some countries 'moving backwards on equality for first time in a decade' | Euronews URL #NewsSuite URL,0.45,0.24,-0.1,0.29,0.78,0.89,-1.1664775057894636,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,some_high_school,10k-50k,liberal,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,34.0,false,false,true,false,false,false,false,false,false,false,false,true,false
46526,3863,3,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,-0.76,Joshua Lelo so you have seen all actors from every community and have deducted no one beats Scarlett? Another African with inferiority complex 🤦🏾‍♀️.,0.7,0.63,0.35,0.29,0.72,0.68,-0.5651676449689987,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,college_grad_ba,100k-200k,extremely_liberal,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,38.0,false,false,true,false,false,false,false,false,false,false,false,true,false
30683,2576,2,3.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,-0.66,He is a racist just like his Father who tried to keep blacks out of his housing Apts back in the day. URL,0.93,0.64,0.59,0.34,1.21,1.21,-0.2889191611986625,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,high_school_grad,10k-50k,liberal,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,62.0,false,false,false,false,false,false,false,true,false,false,false,true,false
15758,8749,0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,-2.05,"No, they only do that to black people",0.46,0.72,0.47,0.3,0.62,0.38,-0.2621515807435273,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,college_grad_aa,<10k,extremely_liberal,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,23.0,true,false,false,false,false,false,false,false,false,false,true,false,false
14868,3948,0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,-4.09,"Many of the families who are being separated at the border and who are being kept in poor conditions did try to cross legally, through legal ports of entry seeking asylum.",0.97,0.34,-0.4,0.37,0.8,0.71,-0.7829548704976037,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,phd,50k-100k,liberal,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,36.0,true,false,false,false,false,false,false,false,false,false,false,true,false
11817,3559,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,1.77,Get rid of them and their anchor babies and grand babies. Fucking worthless guinees,0.74,0.66,0.12,0.33,0.71,0.64,0.4267839502970977,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,college_grad_ba,50k-100k,slightly_liberal,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,36.0,false,false,true,false,false,false,false,false,false,false,false,true,false
4373,5717,0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,-0.85,So hot!!! Wish she squirted in my mouth 💦,1.24,1.09,0.2,0.41,1.03,0.98,-0.1845295940224588,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,college_grad_ba,10k-50k,neutral,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,33.0,false,false,true,false,false,false,false,false,false,false,false,true,false
1323,2017,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,-5.42,"Thank you for posting this! Gives us other ""normal"" women confidence. We all aren't skinny, or shaved, of perky. Doesn't mean we still aren't sexy.",1.38,0.87,-0.04,0.51,0.53,0.37,-1.1023265328045606,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,some_college,10k-50k,extremely_liberal,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,39.0,false,false,false,false,false,false,false,true,false,false,false,true,false
38126,6701,2,4.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,1.0,-0.88,"Y'all always slip up and say how y'all see women period because this includes the majority of women in yall lives that's not related to you. Especially since men demand pussy just from taking you out, selling you weed or even being nice to you. Niggas can't even be friends lol URL",1.09,0.82,0.2,0.34,0.91,0.63,-0.18777753641557232,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,college_grad_aa,50k-100k,conservative,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,34.0,false,false,true,false,false,false,false,false,false,false,false,true,false
26362,2689,2,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,-1.76,"okay but am i the only one who keep thinking that the tarzan song, ""you'll be in my heart"" by phil collins is such a gay rights themed song. URL",0.57,0.37,0.5,0.35,0.83,0.74,-0.976073596201403,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,college_grad_ba,10k-50k,slightly_liberal,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,23.0,false,false,true,false,false,false,false,false,false,false,false,true,false
5410,123,0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,-0.83,Them - DON'T YOU DARE OBJECTIFY US!! ​ Also them - Gets publicly naked as much as fucking possible.,0.45,0.4,0.04,0.3,0.81,0.76,-0.6294148004508041,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,male,no,college_grad_ba,10k-50k,liberal,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,33.0,true,false,false,false,false,false,false,false,false,false,false,true,false
39276,44,2,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.28,@KeGutta These niggas straight bitches,0.89,0.75,-0.37,0.46,1.07,0.97,-0.12604157191665716,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,female,no,college_grad_ba,50k-100k,slightly_conservative,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,53.0,false,false,true,false,false,false,false,false,false,false,false,true,false
